1,http://jibun.atmarkit.co.jp/ljibun01/column/stress/stress34.html,"「うつ」にならない、繰り返さない ? ＠IT自分戦略研究所"
2,http://www.nhk.or.jp/kenko/,NHK健康ホームページ：トップページ
3,http://www.asahi.com/health/,asahi.com（朝日新聞社）：医療・健康・ニュース
4,http://health.goo.ne.jp/,"家庭の医学・健康 - goo ヘルスケア"
5,http://www.kenko.com/,"ケンコーコム - 健康メガショップ"
6,http://www.itmedia.co.jp/enterprise/articles/0806/15/news002.html,"ビジネスマンの不死身力：「夜食は太る」の科学 (1/2) - ITmedia エンタープライズ"
7,http://www.nemulog.jp/,"睡眠時間を記録するサイト | ねむログ"
8,http://allabout.co.jp/health/,"[健康管理] All About"
9,http://www.google.com/Top/World/Japanese/%E5%81%A5%E5%BA%B7/,"Google ディレクトリ - World > Japanese > 健康"
10,http://news.ameba.jp/2007/09/7433.php,"5時間以下の睡眠続け死亡率1.7倍に　7時間寝よう｜Ameba News"
