1,http://www3.tky.3web.ne.jp/~aiaihide/bilbbr_Ma.htm,意外に効き目のある視力回復マッサージ
2,http://itpro.nikkeibp.co.jp/article/COLUMN/20071029/285771/,第1回　眼の疲れを取る：ITpro
3,http://gigazine.net/index.php?/news/comments/20071230_better_sleep/,"なかなか眠れない人のための簡単に眠る10の方法 - GIGAZINE"
4,http://eyeportal.jp/60siryokukensa/siryokukennsa.html,"視力検査 - あなたの視力 今いくつ？：視力回復のアイポータル"
5,http://taisya.denze.net/,基礎代謝を高めるための９９の技法
6,http://alfalfa.livedoor.biz/archives/51238144.html,金も時間も掛からない花粉症予防の仕方:アルファルファモザイク
7,http://alfalfa.livedoor.biz/archives/51235579.html,口臭をなくしたい！:アルファルファモザイク
8,http://health.yahoo.co.jp/,"病院情報、家庭の医学、病気の検索、薬の情報、健康情報 - Yahoo ..."
9,http://d.hatena.ne.jp/michikaifu/20071121/1195671034,"姿勢をよくするための運動 - Tech Mom from Silicon Valley"
10,http://www.ideaxidea.com/archives/2006/10/post_156.html,"視力回復マッサージは本当に効き目があるのだ（映像付） | i d e a * i d e a"
